,index,Unnamed: 0,id,name,alias,startDate,coords,city,apartments<5lvl,apartments>=5lvl<10,apartments>=10<15,apartments>=15,dormitory,hotel,residential,commercial,office,retail,civic,college,school,transportation,university,stadium,sports_hall,pavilion,adult_gaming_centre,fitness_centre,park,sauna,hackerspace,bar,fast_food,cafe,food_court,restaurant,cinema,exhibition_centre,attraction,gallery,museum,zoo,yes,picnic_site
26,26,26,75,Реутов-1,"Реутов, 8-й м-н",2015-08-24,"{'lat': 55.746851, 'long': 37.854485}",Реутов,17,365,261,227,4,1,0,5,4,57,1,2,43,1,0,0,0,0,0,3,27,2,0,0,5,5,0,1,0,0,4,0,1,0,0,0
27,27,27,77,Альметьевск-1,Альметьевск,2014-12-15,"{'lat': 54.899918, 'long': 52.281087}",Альметьевск,26,29,4,4,2,1,17,6,8,6,1,1,11,0,1,0,0,0,0,0,22,1,0,1,0,4,0,2,1,0,1,0,0,0,0,0
28,28,28,78,Сыктывкар-5,ТРЦ Парма,2015-03-26,"{'lat': 61.661877, 'long': 50.804121}",Сыктывкар,176,359,37,5,34,2,135,21,40,101,1,6,20,0,3,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0
29,29,29,80,Ростов-на-Дону-1,Ленина,2014-12-14,"{'lat': 47.249366, 'long': 39.710494}",Ростов-на-Дону,123,160,39,45,0,1,46,22,7,33,0,1,15,0,6,0,0,0,0,1,30,1,0,0,0,1,0,4,0,0,0,0,1,1,0,0
30,30,30,82,Уссурийск-1,Уссурийск,2015-03-11,"{'lat': 43.802901, 'long': 131.943408}",Уссурийск,68,192,15,8,9,1,8,95,1,12,0,0,13,0,1,0,0,0,0,1,9,0,0,0,6,7,0,1,1,0,0,0,1,1,0,0
31,31,31,83,Смоленск-3,Додо Пицца Экспресс ТРЦ Макси,2014-12-25,"{'lat': 54.768917, 'long': 32.082328}",Смоленск,20,107,51,1,5,3,15,14,7,25,1,1,2,0,0,0,0,0,0,1,26,0,0,0,5,5,0,2,2,0,35,0,1,0,0,0
32,32,32,85,Химки-1,Новые Химки,2015-01-23,"{'lat': 55.888785, 'long': 37.428147}",Химки,15,299,49,175,6,4,3,76,9,154,2,2,31,2,2,0,3,0,0,1,15,2,0,0,3,2,0,4,0,0,1,1,2,0,0,0
33,33,33,86,Самара-4,"Самара-4, Ново-Садовая 8А",2015-03-23,"{'lat': 53.207216, 'long': 50.128167}",Самара,359,584,210,117,10,5,700,474,14,44,4,15,28,3,29,0,0,0,0,4,36,0,0,1,7,5,0,2,1,0,2,0,7,1,1,0
34,34,34,88,Колпино-1,Колпино,2015-04-22,"{'lat': 59.740951, 'long': 30.611297}",Колпино,238,285,65,7,18,0,6,3,4,5,0,0,16,0,0,0,0,33,0,0,22,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
35,35,35,91,Новороссийск-1,"Энгельса, 50",2015-05-05,"{'lat': 44.713549, 'long': 37.776799}",Новороссийск,20,68,7,27,2,2,2,26,2,46,0,1,9,0,2,0,0,0,0,0,27,0,0,0,0,11,0,3,0,0,5,0,0,1,0,0
36,36,36,94,Калининград-1,"ул. Дзержинского, 57Б",2015-05-27,"{'lat': 54.691058, 'long': 20.530331}",Калининград,50,110,53,4,0,6,23,42,5,31,1,0,10,0,0,0,0,1,0,0,9,1,0,0,2,3,1,5,0,0,12,0,14,0,0,0
37,37,37,97,Чайковский-1,Чайковский-1,2015-07-12,"{'lat': 56.779313, 'long': 54.145819}",Чайковский,121,173,4,2,2,2,17,1,1,5,0,4,10,1,1,0,0,0,0,0,3,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0
38,38,38,99,Тюмень-1,"Кирова, 23",2015-02-15,"{'lat': 57.158101, 'long': 65.533196}",Тюмень,55,241,71,76,8,3,8,69,12,38,7,3,28,0,10,2,0,0,0,1,48,1,0,0,2,4,0,1,0,0,3,0,1,0,0,0
39,39,39,101,Бугульма-1,Бугульма,2015-02-21,"{'lat': 54.536389, 'long': 52.7975}",Бугульма,4,23,0,0,0,0,11,4,8,13,1,0,5,0,1,0,0,0,0,0,10,4,0,0,1,3,0,2,1,0,0,0,2,0,0,0
40,40,40,103,Волжский-1,"Волжский-1, ВолгаМолл ",2015-05-15,"{'lat': 48.77205, 'long': 44.802882}",Волжский (Волгоградская обл.),16,344,39,0,0,0,11,18,10,91,0,1,8,0,1,0,0,0,0,2,29,0,0,4,2,11,0,6,0,0,0,0,0,0,0,0
41,41,41,105,Муром-1,Муром,2015-05-17,"{'lat': 55.577999, 'long': 42.046042}",Муром,377,197,4,0,1,5,2,11,28,126,7,3,19,0,7,0,0,0,0,0,8,0,0,3,1,4,0,2,0,0,1,1,3,0,0,0
42,42,42,107,Березники-1,Березники,2015-05-28,"{'lat': 59.405769, 'long': 56.844421}",Березники,12,29,0,0,1,0,5,6,0,0,0,0,7,0,1,0,0,0,0,0,19,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
43,43,43,109,Нефтекамск-1,Нефтекамск,2016-03-11,"{'lat': 56.075648, 'long': 54.235637}",Нефтекамск,42,223,6,0,1,0,0,60,0,77,0,2,17,0,0,2,0,0,0,0,11,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0
44,44,44,111,Комсомольск-на-Амуре-1,"Вокзальная, 87",2015-09-03,"{'lat': 50.543804, 'long': 136.971575}",Комсомольск-на-Амуре,57,289,49,0,2,2,1,76,19,38,0,3,10,2,13,0,0,0,0,0,5,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0
45,45,45,113,Астрахань-1,Эллинг,2015-04-28,"{'lat': 46.343294, 'long': 48.017433}",Астрахань,32,144,23,5,6,0,10,20,0,12,0,6,13,0,2,0,0,0,0,0,101,0,0,0,1,11,1,1,0,0,1,0,5,0,0,0
46,46,46,116,Ачинск-1,Ачинск,2015-05-12,"{'lat': 56.262352, 'long': 90.491395}",Ачинск,53,374,3,0,2,1,14,19,0,96,0,3,22,0,3,0,0,0,0,1,7,1,0,0,0,5,0,4,0,0,1,0,1,0,0,0
47,47,47,118,Прокопьевск-1,Прокопьевск,2021-08-16,"{'lat': 53.8726, 'long': 86.6375}",Прокопьевск,1,102,3,0,0,0,1,4,5,16,0,0,2,0,2,0,0,0,0,2,43,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
48,48,48,120,Ленинск-Кузнецкий-1,Ленинск-Кузнецкий,2016-01-24,"{'lat': 54.698546, 'long': 86.209773}",Ленинск-Кузнецкий,0,5,0,0,0,0,17,2,0,3,0,1,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,49,121,Ростов-на-Дону-2,Северный,2015-07-11,"{'lat': 47.283762, 'long': 39.713791}",Ростов-на-Дону,88,471,127,61,0,0,21,28,1,32,0,0,7,0,0,0,0,0,0,0,15,0,0,0,2,2,0,12,0,0,1,0,0,0,0,0
50,50,50,125,Нижневартовск-1,Огонь,2015-07-21,"{'lat': 60.944761, 'long': 76.572938}",Нижневартовск,18,510,20,87,0,2,3,15,16,82,0,6,38,1,6,0,0,0,0,0,9,1,0,0,4,5,0,2,1,0,0,0,0,0,0,0
51,51,51,127,Щелково-1,Мкр. Щелково-3,2015-10-30,"{'lat': 55.905144, 'long': 38.047353}",Щелково,44,71,21,15,3,0,6,7,1,42,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
52,52,52,129,Зеленоград-1,Зеленоград-1,2015-11-26,"{'lat': 55.975415, 'long': 37.161053}",Зеленоград,6,70,134,138,1,0,32,33,4,45,0,0,20,0,6,0,3,0,0,0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
53,53,53,132,Ангарск-1,Ангарск (напротив ТРЦ Фестиваль),2015-09-30,"{'lat': 52.503762, 'long': 103.843378}",Ангарск,44,247,0,0,0,0,612,55,0,11,5,0,8,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
54,54,54,135,Одинцово-1,Одинцово,2015-08-29,"{'lat': 55.6851, 'long': 37.3028}",Одинцово,31,126,73,120,2,0,10,16,3,37,0,0,13,0,0,0,0,0,0,0,7,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0
55,55,55,140,Саратов-1,Ильинская площадь,2015-08-18,"{'lat': 51.519962, 'long': 46.013482}",Саратов,110,356,102,22,25,1,33,73,17,104,4,11,33,0,55,0,0,0,0,1,15,0,1,0,10,21,1,2,1,0,2,0,7,1,0,0
56,56,56,142,Дедовск-1,Дедовск,2015-10-21,"{'lat': 55.862621, 'long': 37.121487}",Дедовск,166,95,16,2,0,0,22,14,1,39,0,0,6,0,1,0,0,0,0,0,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,57,57,144,Московский-1,Московский,2015-10-02,"{'lat': 55.597478, 'long': 37.347651}",Московский,16,27,10,124,0,3,0,2,3,12,0,15,8,0,0,0,0,0,0,1,4,1,0,0,0,0,1,2,0,0,23,0,0,1,0,3
58,58,58,146,Вологда-1,Центр,2015-09-17,"{'lat': 59.221203, 'long': 39.893534}",Вологда,170,479,83,3,2,0,63,83,12,60,0,2,21,1,2,0,0,0,0,2,21,0,0,1,0,6,0,6,4,0,17,0,3,0,1,0
59,59,59,148,Балашиха-1,Балашиха,2015-09-19,"{'lat': 55.797508, 'long': 37.93589}",Балашиха,69,213,41,75,5,1,5,21,2,75,3,0,15,0,2,0,0,0,0,0,6,0,0,0,2,4,0,1,0,0,3,0,0,0,0,0
60,60,60,150,Домодедово-1,Домодедово-1 Лунная,2015-09-07,"{'lat': 55.426595, 'long': 37.757485}",Домодедово,32,86,35,32,0,0,0,3,5,39,0,0,2,7,0,0,0,0,0,1,7,2,0,1,2,3,1,0,0,0,0,0,0,0,0,0
61,61,61,152,Калуга-1,"Кирова, 20",2015-10-22,"{'lat': 54.514904, 'long': 36.250284}",Калуга,230,584,17,3,15,1,56,124,62,18,0,2,15,0,14,0,1,0,0,0,49,1,0,3,16,14,1,5,1,0,4,1,9,0,0,0
62,62,62,154,Салават-1,Салават,2016-01-14,"{'lat': 53.340663, 'long': 55.934663}",Салават,3,21,1,0,0,0,349,11,0,30,1,2,11,2,1,0,0,0,0,0,7,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0
63,63,63,156,Сургут-1,На Энергетиков,2015-10-17,"{'lat': 61.240041, 'long': 73.404635}",Сургут,89,687,54,57,6,4,26,254,85,294,2,0,73,0,28,0,0,0,0,0,7,6,0,0,8,25,0,5,1,0,0,0,4,1,0,0
64,64,64,158,Всеволожск-1,Всеволожск,2015-11-26,"{'lat': 60.032636, 'long': 30.63592}",Всеволожск,86,128,18,6,2,0,1,6,5,20,0,0,3,0,0,0,0,5,0,0,7,3,0,0,1,2,0,0,0,0,1,0,0,0,0,0
65,65,65,160,Петрозаводск-1,Центр,2016-03-13,"{'lat': 61.788396, 'long': 34.353388}",Петрозаводск,357,374,22,13,35,2,13,20,18,42,6,6,23,2,5,0,0,0,0,1,19,2,0,0,4,8,1,6,0,0,5,0,5,2,0,0
66,66,66,162,Петергоф-1,Петергоф,2016-10-24,"{'lat': 59.870601, 'long': 29.84905}",Петергоф,45,118,5,0,6,2,22,2,3,23,1,0,8,0,1,0,1,0,0,0,10,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0
67,67,67,164,Балаково-1,"Балаково, Трнавская 3/3",2016-02-09,"{'lat': 52.019527, 'long': 47.81973}",Балаково,80,601,46,1,17,0,640,13,1,83,0,0,11,0,0,0,0,8,0,0,14,1,0,0,5,15,0,5,2,0,0,0,0,1,0,0
68,68,68,166,Нефтеюганск-1,Нефтеюганск,2016-08-11,"{'lat': 61.092566, 'long': 72.614416}",Нефтеюганск,183,446,19,9,0,8,1,192,21,304,7,8,16,0,0,0,1,0,0,1,3,13,0,0,13,26,0,4,1,0,0,0,1,0,0,0
69,69,69,168,Новочебоксарск-1,Новочебоксарск,2015-12-06,"{'lat': 56.109586, 'long': 47.471435}",Новочебоксарск,25,187,33,5,0,0,0,15,4,10,0,2,12,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
70,70,70,170,Железнодорожный-1,Железнодорожный-1,2015-12-14,"{'lat': 55.749679, 'long': 37.996296}",Железнодорожный,123,258,72,181,2,3,0,1,5,37,0,2,16,0,0,0,1,2,0,2,8,1,0,1,4,4,0,2,0,0,0,0,1,0,0,2
71,71,71,172,Додо Франчайзинг-1,УЦ-1,2015-09-03,"{'lat': 61.660381, 'long': 50.820651}",Додо офис,178,367,37,5,34,2,219,21,40,102,1,6,21,0,3,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0
72,72,72,174,Люберцы-1,Люберцы,2017-01-11,"{'lat': 55.68624, 'long': 37.899729}",Люберцы,197,456,138,278,1,1,8,15,8,79,2,1,37,0,1,0,0,0,0,1,15,1,0,0,2,5,1,3,0,0,0,0,0,0,0,6
73,73,73,176,Тверь-1,Центр,2016-02-11,"{'lat': 56.849813, 'long': 35.907264}",Тверь,256,423,25,19,9,5,56,37,12,120,3,7,29,0,15,0,0,0,0,0,86,0,0,0,1,7,0,1,1,0,1,0,1,0,0,0
74,74,74,178,Тобольск-1,Тобольск,2016-04-07,"{'lat': 58.226662, 'long': 68.267299}",Тобольск,17,253,25,34,5,4,3,37,2,88,6,0,11,0,2,0,0,0,1,0,5,0,0,0,4,7,0,2,0,0,1,0,2,0,0,0
75,75,75,181,Благовещенск-1,Доставка и самовывоз,2016-04-28,"{'lat': 50.27191, 'long': 127.531198}",Благовещенск,112,317,69,17,29,8,27,49,39,126,4,11,12,0,7,0,0,0,0,0,19,0,0,0,2,4,0,5,1,0,5,0,2,0,0,0
76,76,76,183,Шахты-1,Шахты,2015-12-30,"{'lat': 47.710219, 'long': 40.218136}",Шахты,19,32,5,0,2,0,9,20,2,51,0,5,15,0,0,0,0,0,0,1,24,1,0,1,0,6,0,1,1,0,0,0,0,0,0,0
77,77,77,185,Лобня-1,Лобня,2016-01-26,"{'lat': 56.009733, 'long': 37.475791}",Лобня,70,115,31,54,6,1,18,20,4,54,1,1,15,0,0,0,1,0,0,0,3,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0
78,78,78,187,Пушкино-1,Пушкино,2016-02-11,"{'lat': 56.009154, 'long': 37.855141}",Пушкино,97,184,30,33,0,0,29,73,5,34,0,0,13,2,1,0,0,0,0,0,13,0,0,1,2,3,2,3,0,0,0,0,3,0,0,0
79,79,79,189,Гатчина-2,Додо в ТРК Кубус,2015-11-21,"{'lat': 59.58255, 'long': 30.14544}",Гатчина,104,224,4,0,11,0,15,9,3,26,0,0,8,0,4,0,0,6,0,0,10,1,0,0,0,6,0,0,1,0,7,0,2,0,0,0
80,80,80,190,Челябинск-2,"Чайковского, 14а",2016-01-16,"{'lat': 55.194193, 'long': 61.362093}",Челябинск,78,564,191,47,10,2,8,394,20,150,0,9,18,1,6,0,1,0,0,1,25,1,0,2,4,6,0,1,0,0,9,0,0,1,0,0
81,81,81,192,Абинск-1,Абинск,2016-04-24,"{'lat': 44.862081, 'long': 38.169182}",Абинск,3,1,0,0,0,0,4,1,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
82,82,82,194,Ханты-Мансийск-1,Ханты-Мансийск,2016-02-07,"{'lat': 61.002874, 'long': 69.03561}",Ханты-Мансийск,411,148,33,7,19,26,0,2,134,17,0,3,11,0,4,0,0,7,0,0,16,1,0,0,0,8,0,2,0,0,0,1,1,0,0,0
83,83,83,197,Ивантеевка-1,Ивантеевка,2017-10-03,"{'lat': 55.968668, 'long': 37.914956}",Ивантеевка,26,38,6,27,0,0,13,3,1,11,0,2,9,0,0,0,0,0,0,0,10,1,0,0,1,1,0,1,1,0,8,0,0,0,0,0
84,84,84,198,Орск-1,Орск,2021-03-05,"{'lat': 51.226835, 'long': 58.47595}",Орск,460,409,0,0,1,8,0,10,7,92,0,5,23,1,12,2,0,1,0,0,1,3,0,0,0,9,0,6,3,0,0,0,0,0,0,0
85,85,85,200,Жуковский-1,Жуковский,2018-01-19,"{'lat': 55.60551, 'long': 38.073917}",Жуковский,87,189,69,13,18,1,38,4,6,58,1,0,24,0,6,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
86,86,86,202,Казань-1,Вахитовский район,2016-03-29,"{'lat': 55.792, 'long': 49.1522}",Казань,410,768,111,80,39,42,0,457,128,121,39,19,51,0,90,0,0,0,0,1,47,2,0,0,3,11,0,8,1,0,24,1,7,1,0,0
87,87,87,204,Зеленокумск-1,Зеленокумск,2016-07-12,"{'lat': 44.403689, 'long': 43.885649}",Зеленокумск,8,13,0,0,0,0,0,11,11,5,0,0,2,0,0,0,0,0,0,0,5,0,0,2,3,6,0,1,2,0,0,0,1,0,0,0
88,88,88,206,Вельск-1,Вельск,2016-04-03,"{'lat': 61.070116, 'long': 42.106005}",Вельск,2,0,0,0,5,0,1,9,6,2,0,3,2,0,0,0,0,0,0,0,15,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
89,89,89,208,Выборг-1,Выборг,2016-04-04,"{'lat': 60.706815, 'long': 28.771844}",Выборг,157,293,13,0,5,0,1,69,15,60,18,1,14,7,1,0,0,3,0,0,21,1,0,0,11,27,0,5,0,0,7,0,1,0,0,0
90,90,90,210,Новокуйбышевск-1,"Новокуйбышевск, пл. Ленина",2016-05-10,"{'lat': 53.0998, 'long': 49.9463}",Новокуйбышевск,149,308,18,4,0,0,62,2,1,2,0,9,16,0,2,0,0,0,0,3,16,0,0,0,2,4,0,1,0,0,0,0,1,0,0,0
91,91,91,212,Тольятти-1,"Тольятти-1, Революционная, 52а",2016-02-12,"{'lat': 53.518204, 'long': 49.272007}",Тольятти,23,280,93,106,0,2,0,75,24,123,1,2,44,0,2,0,0,0,0,1,40,0,0,1,2,6,0,5,0,0,7,0,0,0,0,1
92,92,92,214,Москва 1-1,Медведково Южное,2015-12-26,"{'lat': 55.869881, 'long': 37.631568}",Москва,25,265,239,245,2,0,0,18,7,37,1,3,53,7,3,0,0,0,0,1,17,0,0,0,2,3,0,1,1,0,0,0,0,0,0,1
93,93,93,216,Серпухов-1,Серпухов,2016-07-15,"{'lat': 54.923873, 'long': 37.441594}",Серпухов,275,216,20,15,0,0,2,18,15,33,0,0,7,0,0,1,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0
94,94,94,218,Якутск-1,Кирова,2016-07-06,"{'lat': 62.033225, 'long': 129.717742}",Якутск,128,86,15,6,16,3,587,152,3,14,2,7,32,0,7,0,1,0,0,3,18,0,0,0,0,11,0,10,3,0,1,1,6,0,0,0
95,95,95,220,Новый Уренгой-1,Новый Уренгой,2017-02-15,"{'lat': 66.117999, 'long': 76.683948}",Новый Уренгой,0,99,2,0,1,3,0,3,12,17,0,0,10,0,1,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
96,96,96,222,Сочи-1,Сочи. Центр,2016-03-20,"{'lat': 43.592286, 'long': 39.726286}",Сочи,224,237,56,43,3,9,382,102,11,147,6,2,9,1,2,0,0,0,0,1,53,2,0,2,3,44,0,11,1,0,4,0,6,0,0,0
97,97,97,224,Электросталь-1,Электросталь,2016-06-15,"{'lat': 55.770674, 'long': 38.433913}",Электросталь,175,254,26,11,0,0,1,1,0,37,1,0,11,0,0,0,0,0,0,1,38,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1
98,98,98,226,Нижний Тагил-1,"Нижний Тагил-1, Пр. Ленина 62",2016-09-09,"{'lat': 57.911435, 'long': 59.986779}",Нижний Тагил,63,160,0,0,4,0,25,20,22,28,7,8,26,1,2,0,0,0,0,2,33,1,0,0,2,2,0,0,2,0,3,0,5,0,0,0
99,99,99,227,Калининград-2,"ул. Горького, 104Б",2016-03-10,"{'lat': 54.735953, 'long': 20.508682}",Калининград,160,260,70,11,9,3,347,93,13,28,1,1,11,4,2,0,0,0,0,0,21,3,0,0,3,9,1,10,0,0,11,0,3,1,0,0
100,100,100,229,Находка-1,Находка,2017-02-27,"{'lat': 42.811868, 'long': 132.876506}",Находка,10,9,7,1,1,0,3,6,0,5,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
