,id,name,alias,startDate,coords,city,apartments<5lvl,apartments>=5lvl<10,apartments>=10<15,apartments>=15,dormitory,hotel,residential,commercial,office,retail,civic,college,school,transportation,university,stadium,sports_hall,pavilion,adult_gaming_centre,fitness_centre,park,sauna,hackerspace,bar,fast_food,cafe,food_court,restaurant,cinema,exhibition_centre,attraction,gallery,museum,zoo,yes,picnic_site
93,1201,Хабаровск-3,Шеронова,2021-03-24,"{'lat': 48.47845, 'long': 135.06963}",Хабаровск,68,215,104,52,2,2,30,37,26,49,0,1,10,0,4,0,0,0,0,1,81,0,0,1,5,7,0,3,2,0,0,0,4,0,0,0
94,1202,Барнаул-2,"ул. Балтийская, д. 103",2021-11-17,"{'lat': 53.337328, 'long': 83.652413}",Барнаул,25,154,162,100,1,0,11,39,21,65,0,0,17,0,2,0,0,2,0,1,16,2,0,0,2,4,0,0,0,0,0,0,0,1,0,0
95,1203,Барнаул-3,"ул. Балтийская, д. 7А",2021-03-29,"{'lat': 53.333817, 'long': 83.689073}",Барнаул,29,224,167,102,0,0,11,39,17,71,0,0,19,0,1,0,0,2,0,1,18,2,0,1,2,8,0,0,0,0,1,0,0,1,0,0
96,1208,Братск-2,Энергетик,2021-07-17,"{'lat': 56.301144, 'long': 101.758155}",Братск,81,201,12,0,5,0,0,3,0,24,0,1,9,0,2,0,0,0,0,0,5,0,0,0,0,3,0,4,1,0,0,0,1,0,0,0
97,1211,Липецк-2,Валентины Терешковой 18,2021-04-22,"{'lat': 52.615852, 'long': 39.56821}",Липецк,100,692,177,33,8,10,18,90,17,96,2,12,32,1,2,3,0,0,0,1,10,2,0,3,8,15,0,6,2,0,1,0,4,1,0,0
98,1213,Омск-4,Омск - Галактика,2021-07-01,"{'lat': 54.948908, 'long': 73.38828}",Омск,154,435,62,8,18,1,49,39,45,129,0,12,18,0,1,0,0,0,0,2,15,1,0,0,0,3,0,2,0,0,3,0,1,0,0,0
0,1214,Омск-5,Омск - Мира 7А,2021-08-13,"{'lat': 55.023934, 'long': 73.297658}",Омск,79,711,113,60,13,1,21,33,20,220,0,5,27,1,19,1,0,0,0,0,11,4,0,0,1,4,0,1,0,0,1,0,0,0,0,0
1,1216,Южно-Сахалинск-2,Карла Маркса,2021-03-26,"{'lat': 46.957599, 'long': 142.730944}",Южно-Сахалинск,280,716,48,13,9,15,8,151,12,155,0,12,25,0,6,0,0,1,0,0,9,3,0,1,7,14,0,4,2,0,6,0,5,0,0,0
2,1229,Лыткарино-1,Лыткарино,2021-05-06,"{'lat': 55.577918, 'long': 37.910279}",Лыткарино,24,8,2,15,0,0,116,7,0,12,0,0,3,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,1230,Новосибирск-14,"ул. Богдана Хмельницкого, д.1",2022-11-24,"{'lat': 55.06654, 'long': 82.934183}",Новосибирск,254,657,111,145,13,3,21,90,78,118,5,4,61,2,4,0,1,2,0,3,36,2,0,0,12,17,0,3,1,0,67,0,2,1,0,0
4,1231,Красноярск-5,"Красноярск-5, 78-й Добровольческой Бригады 23",2021-10-13,"{'lat': 56.047198, 'long': 92.901961}",Красноярск,164,341,468,215,13,4,8,61,35,237,13,3,28,0,6,0,0,0,0,0,33,4,0,0,4,6,1,1,1,0,0,0,1,0,0,0
5,1235,Омск-6,Омск –Кирова 53,2022-01-19,"{'lat': 54.942894, 'long': 73.425569}",Омск,163,485,68,12,11,0,2,14,9,54,0,3,16,0,0,0,0,0,0,0,8,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0
6,1236,Лангепас-1,Юбилейное,2021-07-17,"{'lat': 61.24598, 'long': 75.177614}",Лангепас,2,71,0,0,0,5,2,22,5,67,4,2,7,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0
7,1246,Ростов-на-Дону-7,Пушкинская,2021-05-02,"{'lat': 47.227537, 'long': 39.724274}",Ростов-на-Дону,135,190,61,74,3,5,59,38,22,54,2,13,24,0,9,0,0,0,0,1,64,3,0,0,0,9,0,10,1,0,2,0,3,0,0,0
8,1248,Санкт-Петербург 5-2,Рыбацкое,2021-09-23,"{'lat': 59.834103, 'long': 30.515492}",Санкт-Петербург,18,27,55,46,2,0,1,1,1,7,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0
9,1249,Кинешма-1,Кинешма,2021-08-13,"{'lat': 57.441677, 'long': 42.169327}",Кинешма,8,15,0,0,1,0,0,7,0,3,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
10,1250,Саратов-6,ТЦ Город,2021-08-21,"{'lat': 51.541388, 'long': 45.990077}",Саратов,124,483,135,32,34,1,38,91,19,165,4,11,50,0,65,0,0,0,0,1,20,0,0,0,12,18,1,6,1,0,2,0,6,1,0,0
11,1251,Москва 2-3,Крылатское,2021-08-01,"{'lat': 55.759307, 'long': 37.408871}",Москва,11,80,39,129,1,0,1,2,6,26,1,1,20,2,2,0,0,0,0,0,5,0,0,1,0,2,0,3,1,0,1,0,0,0,0,0
12,1256,Полевской-1,Полевской,2021-11-16,"{'lat': 56.505216, 'long': 60.264728}",Полевской,6,29,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13,1257,Ижевск-4,"ул. Гагарина, д. 27",2021-06-25,"{'lat': 56.802377, 'long': 53.186608}",Ижевск,88,32,5,9,1,0,29,36,0,37,0,2,4,1,1,0,0,0,0,1,5,2,0,0,3,8,0,0,0,0,0,0,1,0,0,0
14,1261,Иркутск-4,ТЦ СмайлМолл,2021-08-02,"{'lat': 52.351488, 'long': 104.150153}",Иркутск,60,240,17,27,0,0,22,10,3,8,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
15,1264,Новороссийск-3,Южная 24,2021-07-10,"{'lat': 44.676735, 'long': 37.793658}",Новороссийск,35,60,10,50,1,0,63,12,0,40,0,1,4,0,0,0,1,0,0,0,14,1,0,0,1,6,0,2,1,0,1,0,0,0,0,0
16,1265,Томск-3,"Ленина, 97",2021-07-15,"{'lat': 56.481862, 'long': 84.949436}",Томск,339,442,102,31,43,13,442,74,81,303,11,5,24,1,58,3,0,0,0,0,98,2,0,0,14,21,0,3,2,0,9,0,3,0,0,0
17,1266,Пермь-3,Садовый,2022-06-25,"{'lat': 58.005224, 'long': 56.30589}",Пермь,167,601,114,97,8,4,15,65,29,71,8,6,37,0,10,2,2,3,0,0,43,4,0,0,0,3,0,0,1,0,62,1,3,0,0,0
18,1267,Пермь-4,Балатово,2021-11-13,"{'lat': 57.974396, 'long': 56.170801}",Пермь,341,875,168,159,13,3,9,71,40,74,2,3,36,1,11,0,1,0,0,0,18,6,0,0,1,4,0,0,0,0,4,0,1,0,0,0
19,1269,Ставрополь-3,Центр,2021-07-25,"{'lat': 45.046113, 'long': 41.973537}",Ставрополь,168,347,74,12,24,1,52,155,11,27,0,1,30,3,26,0,0,0,0,0,22,0,0,0,4,9,0,4,1,0,1,0,0,1,0,0
20,1271,Курск-2,"Курск-2, Бойцов 9 Дивизии 185а ",2021-10-22,"{'lat': 51.726568, 'long': 36.138685}",Курск,237,475,112,86,13,0,37,7,6,17,0,3,11,0,0,0,0,339,0,0,241,1,0,1,11,3,0,1,1,0,5,0,2,0,0,0
21,1273,Новый Уренгой-3,Новый Уренгой,2021-09-12,"{'lat': 66.099286, 'long': 76.674345}",Новый Уренгой,6,185,5,0,3,5,0,9,36,24,0,0,15,0,1,0,0,0,0,1,4,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0
22,1274,Голицыно-1,Голицыно,2021-12-03,"{'lat': 55.616, 'long': 36.982122}",Голицыно,29,67,21,26,0,1,24,33,3,97,0,0,4,0,0,0,0,0,0,0,4,1,0,2,3,7,0,2,0,0,0,0,1,0,0,0
23,1275,Урай-1,Урай,2021-12-18,"{'lat': 60.128969, 'long': 64.792939}",Урай,166,197,0,0,2,6,0,13,23,43,9,1,5,0,0,0,0,0,0,0,11,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0
24,1276,Мурманск-2,"Баумана, 18",2021-09-27,"{'lat': 68.912062, 'long': 33.086955}",Мурманск,6,127,10,0,9,0,1,16,3,8,0,1,17,0,0,0,0,7,0,0,6,0,0,0,2,2,0,2,1,0,0,0,0,0,0,1
25,1278,Волгоград-4,"Волгоград-4, Красноармейский",2021-10-12,"{'lat': 48.514463, 'long': 44.537187}",Волгоград,409,358,18,13,0,0,6,3,4,22,0,0,16,0,1,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,2,0,22,0,0,0
26,1279,Тюмень-6,Европейский,2022-01-22,"{'lat': 57.169004, 'long': 65.563532}",Тюмень,87,364,100,118,11,6,12,75,18,48,8,6,30,0,15,2,0,1,0,2,71,1,0,0,2,6,0,2,0,0,3,0,2,0,0,0
27,1280,Ухта-1,Ухта,2021-08-25,"{'lat': 63.561829, 'long': 53.683968}",Ухта,36,92,2,1,10,0,0,5,6,18,0,0,6,0,0,0,0,0,0,0,16,1,0,0,0,4,0,3,1,0,3,0,1,0,0,0
28,1281,Уфа-4,Уфа-4. Дёма,2021-08-23,"{'lat': 54.701816, 'long': 55.827862}",Уфа,20,14,11,13,1,0,3,6,0,4,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,1282,Азов-1,Азов,2021-10-06,"{'lat': 47.110413, 'long': 39.425451}",Азов,76,156,8,0,1,0,6,104,17,103,2,2,16,1,1,0,0,0,0,0,18,1,0,0,3,17,0,2,0,0,0,0,1,0,0,0
30,1283,Казань-7,Приволжский район,2021-10-06,"{'lat': 55.746132, 'long': 49.189867}",Казань,73,687,219,144,47,6,0,42,13,135,3,7,40,0,4,0,0,0,0,1,17,1,0,0,5,1,0,0,0,0,1,0,0,2,0,0
31,1285,Мытищи-3,"ЖК ""Мытищи Лайт""",2021-10-01,"{'lat': 55.963411, 'long': 37.668805}",Мытищи,13,10,0,0,0,1,1,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1290,Тамбов-3,Коммунальная,2021-10-28,"{'lat': 52.722746, 'long': 41.450531}",Тамбов,218,371,43,10,6,2,25,166,33,55,0,4,22,0,5,0,0,0,0,2,19,0,0,0,2,1,0,0,0,0,6,0,0,0,0,0
33,1291,Краснодар-12,Западный обход 39/2 строение 1,2021-10-01,"{'lat': 45.09376, 'long': 38.906098}",Краснодар,48,103,20,33,1,1,2,13,9,11,0,0,6,0,0,0,0,0,0,0,2,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0
34,1292,Чебоксары-4,ЮЗР,2022-12-26,"{'lat': 56.11938, 'long': 47.186741}",Чебоксары,64,402,91,35,15,0,5,14,17,52,0,1,21,3,14,0,0,6,0,0,12,4,0,0,3,9,0,1,0,0,0,0,1,0,0,0
35,1294,Москва 0-25,ТЦ Prime Plaza,2021-10-13,"{'lat': 55.656357, 'long': 37.56936}",Москва,5,543,159,176,11,4,2,28,54,44,1,0,63,0,4,0,1,0,0,0,22,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
36,1295,Улан-Удэ-2,"Улан-Удэ-2 Ключевская, 40",2022-03-14,"{'lat': 51.82107, 'long': 107.634319}",Улан-Удэ,9,24,10,6,2,1,47,11,0,10,0,8,24,0,9,0,0,0,0,0,33,0,0,0,0,4,0,3,0,0,3,0,4,0,0,0
37,1297,Щелково-3,Свердловский,2022-01-11,"{'lat': 55.901909, 'long': 38.149249}",Свердловский,20,24,29,6,1,2,0,1,0,9,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0
38,1298,Сланцы-1,Ул. Ленина 14,2022-11-19,"{'lat': 59.117491, 'long': 28.089555}",Сланцы,53,130,2,0,2,0,18,4,10,23,1,1,6,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,1301,Сыктывкар-7,"Станционная, 160/3",2021-12-01,"{'lat': 61.641554, 'long': 50.811389}",Сыктывкар,224,346,30,0,37,2,266,25,40,108,3,8,20,0,3,0,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,2,0,0,0
40,1302,Печора-1,Печора,2022-02-11,"{'lat': 65.13093, 'long': 57.162784}",Печора,105,172,0,0,1,4,418,22,2,112,0,1,11,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
41,1303,Руза-1,Руза,2022-03-05,"{'lat': 55.70459, 'long': 36.192027}",Руза,9,30,4,0,0,1,4,5,2,3,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0
42,1304,Волоколамск-1,Волоколамск,2022-05-12,"{'lat': 56.030085, 'long': 35.959266}",Волоколамск,42,7,1,0,0,0,20,2,0,7,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1305,Москва 0-26,ТРЦ Саларис,2021-12-30,"{'lat': 55.623569, 'long': 37.422243}",Москва,1,0,3,48,1,0,3,20,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1306,Владивосток-2,"Владивосток-2, Космонавтов1/2",2022-01-31,"{'lat': 43.090067, 'long': 131.96686}",Владивосток,226,389,126,50,6,0,1,12,3,12,1,5,15,0,0,0,0,0,0,0,3,1,0,1,19,11,0,7,1,0,0,0,0,0,0,0
45,1307,Первоуральск-1,Первоуральск,2022-01-30,"{'lat': 56.904281, 'long': 59.943492}",Первоуральск,24,275,9,8,0,0,3,9,27,12,2,0,20,0,0,0,0,0,0,0,26,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
46,1308,Нижний Новгород-4,"Нижний Новгород-4, Ж/д вокзал ""Московский""",2022-04-09,"{'lat': 56.320808, 'long': 43.944488}",Нижний Новгород,689,477,87,67,12,8,6,27,31,40,0,3,20,7,1,0,0,0,0,1,32,2,0,2,7,9,0,4,1,0,97,0,2,0,0,0
47,1309,Тарко-Сале-1,Тарко-Сале,2022-02-03,"{'lat': 64.915289, 'long': 77.759842}",Тарко-Сале,37,2,0,0,1,0,0,3,1,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0
48,1310,Астрахань-5,Декабристов,2022-01-26,"{'lat': 46.336907, 'long': 48.038021}",Астрахань,43,420,37,7,10,1,12,32,0,18,0,9,24,0,2,0,0,0,0,0,113,0,0,1,1,22,1,3,0,0,3,0,5,0,0,0
49,1313,Оренбург-3,Оренбург-3,2022-01-31,"{'lat': 51.774355, 'long': 55.184584}",Оренбург,63,302,45,36,5,3,5,52,4,52,1,1,15,0,2,0,1,0,0,1,16,3,0,0,0,8,0,6,0,0,1,0,1,0,0,0
50,1314,Соликамск-1,Соликамск,2022-03-15,"{'lat': 59.647428, 'long': 56.768468}",Соликамск,6,74,0,0,3,1,35,6,14,13,0,1,6,0,0,0,0,0,0,0,5,2,0,0,0,6,0,0,1,0,0,0,1,0,0,0
51,1320,Внуково-1,Внуково,2021-12-20,"{'lat': 55.615837, 'long': 37.263439}",Внуково,49,38,13,41,0,5,5,15,2,43,0,1,8,4,0,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
52,1321,Металлострой-1,Металлострой,2022-01-01,"{'lat': 59.813989, 'long': 30.564683}",Металлострой,72,69,29,31,6,0,2,2,6,13,1,0,5,0,0,0,0,4,0,0,15,0,0,2,1,2,0,1,0,0,3,0,0,0,0,0
53,1322,Пушкин-1,Пушкин,2022-01-10,"{'lat': 59.71862, 'long': 30.407002}",Пушкин,405,344,0,0,7,3,69,9,3,17,0,1,16,0,1,0,0,4,0,1,43,1,0,0,4,7,0,4,0,0,28,0,8,0,1,0
54,1323,Чебоксары-5,Шупашкар,2022-03-31,"{'lat': 56.098874, 'long': 47.286468}",Чебоксары,46,418,83,55,6,2,13,26,5,58,0,2,22,3,1,0,0,0,0,0,10,3,0,1,3,11,0,2,0,0,2,0,0,1,0,0
55,1324,Москва 12-3,Тагильская,2022-03-25,"{'lat': 55.818103, 'long': 37.752868}",Москва,10,530,88,37,6,0,0,16,8,26,2,6,24,4,4,3,1,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
56,1325,Волгоград-5,"Волгоград-5, Дзержинский ",2022-04-15,"{'lat': 48.74164, 'long': 44.489774}",Волгоград,286,708,88,103,16,11,8,33,15,195,11,5,33,1,3,1,0,1,0,1,53,1,0,0,10,23,0,2,1,0,1,0,0,0,0,0
57,1328,Уфа-5,Уфа-5. Гостинный Двор,2022-11-14,"{'lat': 54.724641, 'long': 55.943912}",Уфа,81,272,70,32,32,4,32,47,52,66,4,2,23,1,25,1,0,0,0,0,31,2,0,0,6,6,0,2,1,0,7,0,8,0,0,0
58,1329,Уфа-6,Уфа-6. ГДК,2022-02-11,"{'lat': 54.794988, 'long': 56.036627}",Уфа,11,171,17,29,9,0,4,22,2,33,2,2,27,0,0,3,0,0,0,0,13,2,0,0,7,5,0,0,1,0,5,0,2,0,0,0
59,1330,Москва 17-4,Проспект Мира,2022-02-10,"{'lat': 55.782547, 'long': 37.633688}",Москва,197,554,129,71,7,7,5,200,303,48,15,6,63,6,23,0,1,0,0,0,29,1,0,0,3,6,0,3,1,0,11,1,7,1,0,0
60,1331,Костомукша-1,Костомукша,2022-05-26,"{'lat': 64.586921, 'long': 30.608516}",Костомукша,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1332,Киров-3,Киров-3,2022-05-30,"{'lat': 58.596684, 'long': 49.597667}",Киров,228,699,142,29,5,6,40,11,1,28,1,3,18,0,10,0,0,0,0,2,62,1,0,0,2,3,0,0,1,0,0,0,1,0,0,0
62,1333,Ижевск-5,"ТЦ ""Кит""",2022-04-21,"{'lat': 56.84621, 'long': 53.28928}",Ижевск,47,345,100,126,8,1,49,54,6,49,2,9,23,0,6,0,0,2,0,16,15,3,0,0,3,18,0,3,0,0,0,0,0,0,0,0
63,1334,Санкт-Петербург 6-3,Финляндский,2022-02-19,"{'lat': 59.955737, 'long': 30.356436}",Санкт-Петербург,177,286,4,0,9,4,114,51,98,28,1,3,37,1,15,0,0,12,0,1,92,1,0,0,5,8,1,5,1,0,6,0,8,0,0,0
64,1335,Королев-3," ТЦ ""Пионер""",2022-03-29,"{'lat': 55.912809, 'long': 37.856955}",Королев,127,262,48,72,4,1,27,14,6,66,1,3,24,0,0,0,0,0,0,0,22,1,0,0,3,6,0,4,1,0,2,0,5,0,0,0
65,1336,Сыктывкар-8,"Коммунистическая, 41/1",2022-10-10,"{'lat': 61.66202, 'long': 50.809602}",Сыктывкар,205,405,37,7,34,2,281,24,40,116,3,6,23,0,3,0,0,0,0,0,4,3,0,0,2,5,0,0,0,0,0,0,1,0,0,0
66,1337,Якутск-3,Лермонтова ,2022-03-28,"{'lat': 62.011443, 'long': 129.682016}",Якутск,156,56,3,5,11,1,276,119,3,12,2,6,23,0,7,0,1,0,0,3,13,0,0,0,2,8,0,9,3,0,1,1,6,0,0,0
67,1338,Кингисепп-3,Вернисаж,2022-03-15,"{'lat': 59.385931, 'long': 28.611854}",Кингисепп,42,219,9,0,11,2,10,18,7,26,0,2,8,0,2,1,0,4,0,0,6,1,0,0,3,4,0,1,0,0,0,0,1,0,0,0
68,1339,Казань-8,Вахитовский район,2022-05-05,"{'lat': 55.781, 'long': 49.1154}",Казань,371,723,98,48,39,43,1,469,122,129,41,24,43,3,82,0,0,0,0,1,55,3,0,0,6,10,0,11,1,0,35,1,8,2,0,0
69,1340,Ульяновск-6,Север,2022-02-14,"{'lat': 54.350311, 'long': 48.340079}",Ульяновск,235,210,58,12,4,6,29,42,13,47,1,3,12,1,7,1,0,0,0,0,5,4,0,0,0,6,0,2,0,0,0,0,1,0,0,0
70,1341,Москва 4-8,Бирюлево,2022-02-01,"{'lat': 55.582655, 'long': 37.671507}",Москва,15,87,151,78,5,0,0,4,0,17,0,4,27,0,0,0,2,0,0,0,3,0,0,0,1,1,0,1,1,0,5,0,0,0,0,0
71,1342,Санкт-Петербург 2-7,Кировский Завод,2022-02-23,"{'lat': 59.880315, 'long': 30.264574}",Санкт-Петербург,229,359,21,7,14,2,15,18,51,25,1,1,26,1,3,1,0,7,0,0,47,1,0,0,3,4,0,2,0,0,0,0,1,0,0,0
72,1343,Уфа-7,Уфа-7. ТЦ Башкирия,2022-04-11,"{'lat': 54.74142, 'long': 56.02698}",Уфа,42,331,48,59,19,2,44,57,16,61,2,2,26,1,2,0,0,0,0,0,13,2,0,0,5,5,0,0,1,0,6,0,3,1,0,1
73,1344,Москва 23-3,Люблино,2022-03-13,"{'lat': 55.685201, 'long': 37.737907}",Москва,30,463,191,136,10,3,0,8,3,72,0,3,61,0,2,0,0,0,0,0,18,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0
74,1345,Котельники-1,Котельники,2022-03-25,"{'lat': 55.674717, 'long': 37.85453}",Котельники,208,528,182,205,3,1,40,16,13,88,2,1,45,0,1,0,0,0,0,1,18,0,0,0,5,5,1,4,0,0,1,0,0,0,0,0
75,1346,Якутск-4,Можайского ,2022-10-11,"{'lat': 62.084256, 'long': 129.741409}",Якутск,1,6,1,1,4,0,658,2,0,3,0,0,8,2,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0
76,1348,Красное Село-2,Горелово,2022-05-04,"{'lat': 59.78707, 'long': 30.16195}",Новогорелово,17,23,19,24,3,2,4,5,12,49,0,0,6,0,0,0,0,2,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
77,1349,Мисайлово-1,Мисайлово-1,2022-05-21,"{'lat': 55.560698, 'long': 37.812165}",Мисайлово,1,4,0,31,0,0,2,1,2,14,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,1350,Оренбург-4,Оренбург-4,2022-04-25,"{'lat': 51.832382, 'long': 55.172117}",Оренбург,19,428,132,108,0,3,3,44,7,32,0,0,8,0,2,4,0,0,0,0,8,1,0,1,1,8,0,2,0,0,0,0,0,0,0,0
79,1354,Сочи-3,Лазаревское,2022-06-06,"{'lat': 43.909233, 'long': 39.331818}",Сочи,7,26,6,0,0,18,3,0,0,37,1,0,1,0,0,0,0,0,0,1,52,1,0,1,5,13,1,2,2,0,1,0,1,0,0,0
80,1356,Лобня-2,Лобня-2,2022-04-29,"{'lat': 56.006185, 'long': 37.443587}",Лобня,70,115,31,55,6,2,23,24,38,72,1,1,17,0,1,0,1,0,0,0,5,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0
81,1357,Тула-3,"Ложевая, 136",2022-04-27,"{'lat': 54.197289, 'long': 37.657749}",Тула,484,796,93,41,1,8,9,50,18,110,5,3,35,0,1,0,0,0,0,1,27,1,0,0,2,12,0,6,0,0,1,0,2,1,0,0
82,1359,Новокузнецк-3,"Новокузнецк-3, Тореза 52",2022-05-23,"{'lat': 53.823656, 'long': 87.160527}",Новокузнецк,0,7,2,0,0,0,0,9,0,1,0,0,1,2,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,1360,Чита-2,Чита-2 КСК,2022-09-28,"{'lat': 52.064751, 'long': 113.39662}",Чита,50,201,12,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
84,1361,Ломоносов-1,Ломоносов,2022-06-09,"{'lat': 59.91564, 'long': 29.768105}",Ломоносов,74,106,2,0,1,0,12,4,6,9,0,5,7,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,4,0,3,0,0,0
85,1365,Хабаровск-4,Карла-Маркса,2022-06-23,"{'lat': 48.496417, 'long': 135.098929}",Хабаровск,44,195,98,50,2,3,29,58,24,44,0,1,10,0,4,0,0,0,0,0,45,1,0,1,6,8,0,5,2,0,0,0,0,0,0,0
86,1366,Сургут-4,На Крылова,2022-08-05,"{'lat': 61.286535, 'long': 73.355869}",Сургут,170,431,22,46,4,13,58,174,88,256,0,0,61,0,5,0,0,0,0,0,6,4,0,0,7,14,0,1,1,0,1,0,0,0,0,0
87,1367,Жуковский-2,Жуковский -2 ,2022-08-31,"{'lat': 55.608115, 'long': 38.092104}",Жуковский,235,306,93,16,24,4,47,6,10,76,2,0,46,0,6,1,0,0,0,1,12,3,0,0,0,0,0,1,1,0,4,0,0,0,0,0
88,1369,Тольятти-5,"Тольятти-5, ул. Лизы Чайкиной, 67",2022-09-08,"{'lat': 53.481904, 'long': 49.475819}",Тольятти,10,141,17,25,0,1,32,4,2,23,1,0,7,0,0,0,0,0,0,0,13,1,0,0,2,9,0,2,0,0,0,0,0,0,0,0
89,1371,Дубна-2,Дубна-2,2022-06-26,"{'lat': 56.735682, 'long': 37.160395}",Дубна,211,120,47,4,7,0,1,7,12,92,8,0,10,0,1,0,1,0,0,1,16,0,0,2,2,1,0,1,0,0,1,0,1,0,0,0
90,1372,Ноябрьск-2,Ноябрьск,2022-09-08,"{'lat': 63.201319, 'long': 75.451073}",Ноябрьск,83,204,3,0,1,7,35,58,16,122,1,3,6,1,0,1,0,0,0,0,13,5,0,2,7,19,0,7,0,0,0,1,0,0,0,0
91,1373,Нарьян-Мар-1,Нарьян-Мар,2022-10-05,"{'lat': 67.64369, 'long': 52.998467}",Нарьян-Мар,81,39,0,0,4,0,5,7,1,13,2,2,0,0,0,0,0,0,0,3,6,2,0,0,1,4,0,1,0,0,0,0,4,0,0,0
92,1374,Москва 4-9,Северное Бутово,2022-07-11,"{'lat': 55.56813, 'long': 37.568991}",Москва,13,41,76,129,0,0,0,31,4,17,0,0,23,3,0,0,2,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,1375,Омск-7,Сибирский проспект,2022-09-01,"{'lat': 54.910741, 'long': 73.458142}",Омск,23,183,27,7,0,0,24,0,0,4,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94,1376,Санкт-Петербург 14-2,Новая Охта,2022-08-26,"{'lat': 60.03344, 'long': 30.44675}",Санкт-Петербург,12,173,57,148,7,0,7,11,11,51,0,1,29,0,0,0,0,21,0,1,7,3,0,0,4,3,0,1,0,0,0,0,0,0,0,0
95,1377,Голубое-1,Голубое,2022-11-12,"{'lat': 55.980734, 'long': 37.103655}",Голубое,25,31,91,102,2,0,23,18,2,29,0,0,12,0,0,0,1,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96,1378,Сафоново-1,Сафоново,2022-10-27,"{'lat': 55.10956, 'long': 33.23722}",Сафоново,6,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
97,1379,Москва 17-5,Солнцево,2022-07-31,"{'lat': 55.64655, 'long': 37.407497}",Москва,24,71,39,108,1,0,1,11,5,21,1,0,13,4,0,0,1,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
98,1381,Бронницы-1,Бронницы,2023-01-02,"{'lat': 55.425032, 'long': 38.266021}",Бронницы,14,69,1,0,0,1,0,0,0,15,0,1,3,0,0,0,0,0,0,0,5,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0
